model_date,timestamp,state_abb,party,variable,metric,value
15/08/2024,2024-08-16T00:20:00Z,NV,REP,state vote,upper,0.5703
15/08/2024,2024-08-16T00:20:00Z,NV,IND,state vote,upper,0.1046
15/08/2024,2024-08-16T00:20:00Z,NV,DEM,state vote,upper,0.5745
15/08/2024,2024-08-16T00:20:00Z,NM,REP,state vote,upper,0.5245
15/08/2024,2024-08-16T00:20:00Z,NM,IND,state vote,upper,0.1096
15/08/2024,2024-08-16T00:20:00Z,NM,DEM,state vote,upper,0.6153
15/08/2024,2024-08-16T00:20:00Z,NJ,REP,state vote,upper,0.5023
15/08/2024,2024-08-16T00:20:00Z,NJ,IND,state vote,upper,0.0996
15/08/2024,2024-08-16T00:20:00Z,NJ,DEM,state vote,upper,0.6432
15/08/2024,2024-08-16T00:20:00Z,NH,REP,state vote,upper,0.5417
15/08/2024,2024-08-16T00:20:00Z,NH,IND,state vote,upper,0.1011
15/08/2024,2024-08-16T00:20:00Z,NH,DEM,state vote,upper,0.604
15/08/2024,2024-08-16T00:20:00Z,NE-03,REP,state vote,upper,0.8221
15/08/2024,2024-08-16T00:20:00Z,NE-03,IND,state vote,upper,0.11
15/08/2024,2024-08-16T00:20:00Z,NE-03,DEM,state vote,upper,0.2973
15/08/2024,2024-08-16T00:20:00Z,NE-02,REP,state vote,upper,0.5444
15/08/2024,2024-08-16T00:20:00Z,NE-02,IND,state vote,upper,0.1137
15/08/2024,2024-08-16T00:20:00Z,NE-02,DEM,state vote,upper,0.5945
15/08/2024,2024-08-16T00:20:00Z,NE-01,REP,state vote,upper,0.6455
15/08/2024,2024-08-16T00:20:00Z,NE-01,IND,state vote,upper,0.1161
15/08/2024,2024-08-16T00:20:00Z,NE-01,DEM,state vote,upper,0.4868
15/08/2024,2024-08-16T00:20:00Z,NE,REP,state vote,upper,0.6672
15/08/2024,2024-08-16T00:20:00Z,NE,IND,state vote,upper,0.1085
15/08/2024,2024-08-16T00:20:00Z,NE,DEM,state vote,upper,0.4697
15/08/2024,2024-08-16T00:20:00Z,ND,REP,state vote,upper,0.731
15/08/2024,2024-08-16T00:20:00Z,ND,IND,state vote,upper,0.1182
15/08/2024,2024-08-16T00:20:00Z,ND,DEM,state vote,upper,0.3944
15/08/2024,2024-08-16T00:20:00Z,NC,REP,state vote,upper,0.584
15/08/2024,2024-08-16T00:20:00Z,NC,IND,state vote,upper,0.0951
15/08/2024,2024-08-16T00:20:00Z,NC,DEM,state vote,upper,0.5695
15/08/2024,2024-08-16T00:20:00Z,MT,REP,state vote,upper,0.6504
15/08/2024,2024-08-16T00:20:00Z,MT,IND,state vote,upper,0.1032
15/08/2024,2024-08-16T00:20:00Z,MT,DEM,state vote,upper,0.4924
15/08/2024,2024-08-16T00:20:00Z,MS,REP,state vote,upper,0.6591
15/08/2024,2024-08-16T00:20:00Z,MS,IND,state vote,upper,0.1003
15/08/2024,2024-08-16T00:20:00Z,MS,DEM,state vote,upper,0.4866
15/08/2024,2024-08-16T00:20:00Z,MO,REP,state vote,upper,0.6511
15/08/2024,2024-08-16T00:20:00Z,MO,IND,state vote,upper,0.1045
15/08/2024,2024-08-16T00:20:00Z,MO,DEM,state vote,upper,0.4903
15/08/2024,2024-08-16T00:20:00Z,MN,REP,state vote,upper,0.5382
15/08/2024,2024-08-16T00:20:00Z,MN,IND,state vote,upper,0.1081
15/08/2024,2024-08-16T00:20:00Z,MN,DEM,state vote,upper,0.6032
15/08/2024,2024-08-16T00:20:00Z,MI,REP,state vote,upper,0.5594
15/08/2024,2024-08-16T00:20:00Z,MI,IND,state vote,upper,0.1106
15/08/2024,2024-08-16T00:20:00Z,MI,DEM,state vote,upper,0.5802
15/08/2024,2024-08-16T00:20:00Z,ME-02,REP,state vote,upper,0.6089
15/08/2024,2024-08-16T00:20:00Z,ME-02,IND,state vote,upper,0.1006
15/08/2024,2024-08-16T00:20:00Z,ME-02,DEM,state vote,upper,0.5344
15/08/2024,2024-08-16T00:20:00Z,ME-01,REP,state vote,upper,0.4848
15/08/2024,2024-08-16T00:20:00Z,ME-01,IND,state vote,upper,0.1101
15/08/2024,2024-08-16T00:20:00Z,ME-01,DEM,state vote,upper,0.6727
15/08/2024,2024-08-16T00:20:00Z,ME,REP,state vote,upper,0.5359
15/08/2024,2024-08-16T00:20:00Z,ME,IND,state vote,upper,0.0994
15/08/2024,2024-08-16T00:20:00Z,ME,DEM,state vote,upper,0.6063
15/08/2024,2024-08-16T00:20:00Z,MD,REP,state vote,upper,0.4115
15/08/2024,2024-08-16T00:20:00Z,MD,IND,state vote,upper,0.1118
15/08/2024,2024-08-16T00:20:00Z,MD,DEM,state vote,upper,0.718
15/08/2024,2024-08-16T00:20:00Z,MA,REP,state vote,upper,41.15%
15/08/2024,2024-08-16T00:20:00Z,MA,IND,state vote,upper,10.91%
15/08/2024,2024-08-16T00:20:00Z,MA,DEM,state vote,upper,72.12%
15/08/2024,2024-08-16T00:20:00Z,LA,REP,state vote,upper,0.6669
15/08/2024,2024-08-16T00:20:00Z,LA,IND,state vote,upper,0.103
15/08/2024,2024-08-16T00:20:00Z,LA,DEM,state vote,upper,0.4748
15/08/2024,2024-08-16T00:20:00Z,KY,REP,state vote,upper,0.7021
15/08/2024,2024-08-16T00:20:00Z,KY,IND,state vote,upper,0.1046
15/08/2024,2024-08-16T00:20:00Z,KY,DEM,state vote,upper,0.4383
15/08/2024,2024-08-16T00:20:00Z,KS,REP,state vote,upper,0.647
15/08/2024,2024-08-16T00:20:00Z,KS,IND,state vote,upper,0.1087
15/08/2024,2024-08-16T00:20:00Z,KS,DEM,state vote,upper,0.4922
15/08/2024,2024-08-16T00:20:00Z,IN,REP,state vote,upper,0.6535
15/08/2024,2024-08-16T00:20:00Z,IN,IND,state vote,upper,0.1077
15/08/2024,2024-08-16T00:20:00Z,IN,DEM,state vote,upper,0.4872
15/08/2024,2024-08-16T00:20:00Z,IL,REP,state vote,upper,0.4945
15/08/2024,2024-08-16T00:20:00Z,IL,IND,state vote,upper,0.1061
15/08/2024,2024-08-16T00:20:00Z,IL,DEM,state vote,upper,0.645
15/08/2024,2024-08-16T00:20:00Z,ID,REP,state vote,upper,0.7197
15/08/2024,2024-08-16T00:20:00Z,ID,IND,state vote,upper,0.118
15/08/2024,2024-08-16T00:20:00Z,ID,DEM,state vote,upper,0.4083
15/08/2024,2024-08-16T00:20:00Z,IA,REP,state vote,upper,0.6175
15/08/2024,2024-08-16T00:20:00Z,IA,IND,state vote,upper,0.1065
15/08/2024,2024-08-16T00:20:00Z,IA,DEM,state vote,upper,0.5251
15/08/2024,2024-08-16T00:20:00Z,HI,REP,state vote,upper,0.4325
15/08/2024,2024-08-16T00:20:00Z,HI,IND,state vote,upper,0.1077
15/08/2024,2024-08-16T00:20:00Z,HI,DEM,state vote,upper,0.7029
15/08/2024,2024-08-16T00:20:00Z,GA,REP,state vote,upper,0.579
15/08/2024,2024-08-16T00:20:00Z,GA,IND,state vote,upper,0.0951
15/08/2024,2024-08-16T00:20:00Z,GA,DEM,state vote,upper,0.5731
15/08/2024,2024-08-16T00:20:00Z,FL,REP,state vote,upper,0.596
15/08/2024,2024-08-16T00:20:00Z,FL,IND,state vote,upper,0.0987
15/08/2024,2024-08-16T00:20:00Z,FL,DEM,state vote,upper,0.5518
15/08/2024,2024-08-16T00:20:00Z,DE,REP,state vote,upper,0.4921
15/08/2024,2024-08-16T00:20:00Z,DE,IND,state vote,upper,0.1009
15/08/2024,2024-08-16T00:20:00Z,DE,DEM,state vote,upper,0.6538
15/08/2024,2024-08-16T00:20:00Z,DC,REP,state vote,upper,0.1373
15/08/2024,2024-08-16T00:20:00Z,DC,IND,state vote,upper,0.1113
15/08/2024,2024-08-16T00:20:00Z,DC,DEM,state vote,upper,0.9647
15/08/2024,2024-08-16T00:20:00Z,CT,REP,state vote,upper,0.4811
15/08/2024,2024-08-16T00:20:00Z,CT,IND,state vote,upper,0.1026
15/08/2024,2024-08-16T00:20:00Z,CT,DEM,state vote,upper,0.6627
15/08/2024,2024-08-16T00:20:00Z,CO,REP,state vote,upper,0.51
15/08/2024,2024-08-16T00:20:00Z,CO,IND,state vote,upper,0.1143
15/08/2024,2024-08-16T00:20:00Z,CO,DEM,state vote,upper,0.6273
15/08/2024,2024-08-16T00:20:00Z,CA,REP,state vote,upper,0.4318
15/08/2024,2024-08-16T00:20:00Z,CA,IND,state vote,upper,0.1088
15/08/2024,2024-08-16T00:20:00Z,CA,DEM,state vote,upper,0.7035
15/08/2024,2024-08-16T00:20:00Z,AZ,REP,state vote,upper,0.5701
15/08/2024,2024-08-16T00:20:00Z,AZ,IND,state vote,upper,0.1096
15/08/2024,2024-08-16T00:20:00Z,AZ,DEM,state vote,upper,0.5703
15/08/2024,2024-08-16T00:20:00Z,AR,REP,state vote,upper,0.7053
15/08/2024,2024-08-16T00:20:00Z,AR,IND,state vote,upper,0.1154
15/08/2024,2024-08-16T00:20:00Z,AR,DEM,state vote,upper,0.4263
15/08/2024,2024-08-16T00:20:00Z,AL,REP,state vote,upper,0.7011
15/08/2024,2024-08-16T00:20:00Z,AL,IND,state vote,upper,0.1016
15/08/2024,2024-08-16T00:20:00Z,AL,DEM,state vote,upper,0.4407
15/08/2024,2024-08-16T00:20:00Z,AK,REP,state vote,upper,0.6167
15/08/2024,2024-08-16T00:20:00Z,AK,IND,state vote,upper,0.1195
15/08/2024,2024-08-16T00:20:00Z,AK,DEM,state vote,upper,0.5259
15/08/2024,2024-08-16T00:20:00Z,WY,REP,state vote,median,0.6878
15/08/2024,2024-08-16T00:20:00Z,WY,IND,state vote,median,0.0646
15/08/2024,2024-08-16T00:20:00Z,WY,DEM,state vote,median,0.2472
15/08/2024,2024-08-16T00:20:00Z,WV,REP,state vote,median,0.6737
15/08/2024,2024-08-16T00:20:00Z,WV,IND,state vote,median,0.0473
15/08/2024,2024-08-16T00:20:00Z,WV,DEM,state vote,median,0.2784
15/08/2024,2024-08-16T00:20:00Z,WI,REP,state vote,median,0.4678
15/08/2024,2024-08-16T00:20:00Z,WI,IND,state vote,median,0.0455
15/08/2024,2024-08-16T00:20:00Z,WI,DEM,state vote,median,0.4853
15/08/2024,2024-08-16T00:20:00Z,WA,REP,state vote,median,0.3842
15/08/2024,2024-08-16T00:20:00Z,WA,IND,state vote,median,0.062
15/08/2024,2024-08-16T00:20:00Z,WA,DEM,state vote,median,0.5541
15/08/2024,2024-08-16T00:20:00Z,VT,REP,state vote,median,0.3026
15/08/2024,2024-08-16T00:20:00Z,VT,IND,state vote,median,0.0626
15/08/2024,2024-08-16T00:20:00Z,VT,DEM,state vote,median,0.6347
15/08/2024,2024-08-16T00:20:00Z,VA,REP,state vote,median,0.4324
15/08/2024,2024-08-16T00:20:00Z,VA,IND,state vote,median,0.0491
15/08/2024,2024-08-16T00:20:00Z,VA,DEM,state vote,median,0.5174
15/08/2024,2024-08-16T00:20:00Z,UT,REP,state vote,median,0.5724
15/08/2024,2024-08-16T00:20:00Z,UT,IND,state vote,median,0.071
15/08/2024,2024-08-16T00:20:00Z,UT,DEM,state vote,median,0.3572
15/08/2024,2024-08-16T00:20:00Z,TX,REP,state vote,median,0.5106
15/08/2024,2024-08-16T00:20:00Z,TX,IND,state vote,median,0.0456
15/08/2024,2024-08-16T00:20:00Z,TX,DEM,state vote,median,0.4428
15/08/2024,2024-08-16T00:20:00Z,TN,REP,state vote,median,0.5951
15/08/2024,2024-08-16T00:20:00Z,TN,IND,state vote,median,0.0498
15/08/2024,2024-08-16T00:20:00Z,TN,DEM,state vote,median,0.3539
15/08/2024,2024-08-16T00:20:00Z,SD,REP,state vote,median,0.6062
15/08/2024,2024-08-16T00:20:00Z,SD,IND,state vote,median,0.0561
15/08/2024,2024-08-16T00:20:00Z,SD,DEM,state vote,median,0.337
15/08/2024,2024-08-16T00:20:00Z,SC,REP,state vote,median,0.5406
15/08/2024,2024-08-16T00:20:00Z,SC,IND,state vote,median,0.0451
15/08/2024,2024-08-16T00:20:00Z,SC,DEM,state vote,median,0.413
15/08/2024,2024-08-16T00:20:00Z,RI,REP,state vote,median,0.3799
15/08/2024,2024-08-16T00:20:00Z,RI,IND,state vote,median,0.0505
15/08/2024,2024-08-16T00:20:00Z,RI,DEM,state vote,median,0.5688
15/08/2024,2024-08-16T00:20:00Z,PA,REP,state vote,median,0.4731
15/08/2024,2024-08-16T00:20:00Z,PA,IND,state vote,median,0.0426
15/08/2024,2024-08-16T00:20:00Z,PA,DEM,state vote,median,0.4831
15/08/2024,2024-08-16T00:20:00Z,OR,REP,state vote,median,0.4001
15/08/2024,2024-08-16T00:20:00Z,OR,IND,state vote,median,0.0611
15/08/2024,2024-08-16T00:20:00Z,OR,DEM,state vote,median,0.5384
15/08/2024,2024-08-16T00:20:00Z,OK,REP,state vote,median,0.6419
15/08/2024,2024-08-16T00:20:00Z,OK,IND,state vote,median,0.0538
15/08/2024,2024-08-16T00:20:00Z,OK,DEM,state vote,median,0.3035
15/08/2024,2024-08-16T00:20:00Z,OH,REP,state vote,median,0.5215
15/08/2024,2024-08-16T00:20:00Z,OH,IND,state vote,median,0.0473
15/08/2024,2024-08-16T00:20:00Z,OH,DEM,state vote,median,0.4303
15/08/2024,2024-08-16T00:20:00Z,NY,REP,state vote,median,0.3747
15/08/2024,2024-08-16T00:20:00Z,NY,IND,state vote,median,0.0461
15/08/2024,2024-08-16T00:20:00Z,NY,DEM,state vote,median,0.5783
15/08/2024,2024-08-16T00:20:00Z,NV,REP,state vote,median,0.4745
15/08/2024,2024-08-16T00:20:00Z,NV,IND,state vote,median,0.0483
15/08/2024,2024-08-16T00:20:00Z,NV,DEM,state vote,median,0.4765
15/08/2024,2024-08-16T00:20:00Z,NM,REP,state vote,median,0.4277
15/08/2024,2024-08-16T00:20:00Z,NM,IND,state vote,median,0.0531
15/08/2024,2024-08-16T00:20:00Z,NM,DEM,state vote,median,0.5185
15/08/2024,2024-08-16T00:20:00Z,NJ,REP,state vote,median,0.4066
15/08/2024,2024-08-16T00:20:00Z,NJ,IND,state vote,median,0.0437
15/08/2024,2024-08-16T00:20:00Z,NJ,DEM,state vote,median,0.5485
15/08/2024,2024-08-16T00:20:00Z,NH,REP,state vote,median,0.4457
15/08/2024,2024-08-16T00:20:00Z,NH,IND,state vote,median,0.046
15/08/2024,2024-08-16T00:20:00Z,NH,DEM,state vote,median,0.5074
15/08/2024,2024-08-16T00:20:00Z,NE-03,REP,state vote,median,0.74
15/08/2024,2024-08-16T00:20:00Z,NE-03,IND,state vote,median,0.0538
15/08/2024,2024-08-16T00:20:00Z,NE-03,DEM,state vote,median,0.2053
15/08/2024,2024-08-16T00:20:00Z,NE-02,REP,state vote,median,0.447
15/08/2024,2024-08-16T00:20:00Z,NE-02,IND,state vote,median,0.0565
15/08/2024,2024-08-16T00:20:00Z,NE-02,DEM,state vote,median,0.4964
15/08/2024,2024-08-16T00:20:00Z,NE-01,REP,state vote,median,0.55
15/08/2024,2024-08-16T00:20:00Z,NE-01,IND,state vote,median,0.0588
15/08/2024,2024-08-16T00:20:00Z,NE-01,DEM,state vote,median,0.391
15/08/2024,2024-08-16T00:20:00Z,NE,REP,state vote,median,0.574
15/08/2024,2024-08-16T00:20:00Z,NE,IND,state vote,median,0.0515
15/08/2024,2024-08-16T00:20:00Z,NE,DEM,state vote,median,0.3734
15/08/2024,2024-08-16T00:20:00Z,ND,REP,state vote,median,0.6399
15/08/2024,2024-08-16T00:20:00Z,ND,IND,state vote,median,0.0603
15/08/2024,2024-08-16T00:20:00Z,ND,DEM,state vote,median,0.2992
15/08/2024,2024-08-16T00:20:00Z,NC,REP,state vote,median,0.4868
15/08/2024,2024-08-16T00:20:00Z,NC,IND,state vote,median,0.0395
15/08/2024,2024-08-16T00:20:00Z,NC,DEM,state vote,median,0.4726
15/08/2024,2024-08-16T00:20:00Z,MT,REP,state vote,median,0.5545
15/08/2024,2024-08-16T00:20:00Z,MT,IND,state vote,median,0.048
15/08/2024,2024-08-16T00:20:00Z,MT,DEM,state vote,median,0.3964
15/08/2024,2024-08-16T00:20:00Z,MS,REP,state vote,median,0.5644
15/08/2024,2024-08-16T00:20:00Z,MS,IND,state vote,median,0.0442
15/08/2024,2024-08-16T00:20:00Z,MS,DEM,state vote,median,0.3902
15/08/2024,2024-08-16T00:20:00Z,MO,REP,state vote,median,0.5571
15/08/2024,2024-08-16T00:20:00Z,MO,IND,state vote,median,0.0486
15/08/2024,2024-08-16T00:20:00Z,MO,DEM,state vote,median,0.3936
15/08/2024,2024-08-16T00:20:00Z,MN,REP,state vote,median,0.4409
15/08/2024,2024-08-16T00:20:00Z,MN,IND,state vote,median,0.051
15/08/2024,2024-08-16T00:20:00Z,MN,DEM,state vote,median,0.5069
15/08/2024,2024-08-16T00:20:00Z,MI,REP,state vote,median,0.4613
15/08/2024,2024-08-16T00:20:00Z,MI,IND,state vote,median,0.0534
15/08/2024,2024-08-16T00:20:00Z,MI,DEM,state vote,median,0.4842
15/08/2024,2024-08-16T00:20:00Z,ME-02,REP,state vote,median,0.5221
15/08/2024,2024-08-16T00:20:00Z,ME-02,IND,state vote,median,0.0316
15/08/2024,2024-08-16T00:20:00Z,ME-02,DEM,state vote,median,0.44
15/08/2024,2024-08-16T00:20:00Z,ME-01,REP,state vote,median,0.3661
15/08/2024,2024-08-16T00:20:00Z,ME-01,IND,state vote,median,0.0531
15/08/2024,2024-08-16T00:20:00Z,ME-01,DEM,state vote,median,0.5774
15/08/2024,2024-08-16T00:20:00Z,ME,REP,state vote,median,0.4462
15/08/2024,2024-08-16T00:20:00Z,ME,IND,state vote,median,0.0295
15/08/2024,2024-08-16T00:20:00Z,ME,DEM,state vote,median,0.5203
15/08/2024,2024-08-16T00:20:00Z,MD,REP,state vote,median,0.3164
15/08/2024,2024-08-16T00:20:00Z,MD,IND,state vote,median,0.0553
15/08/2024,2024-08-16T00:20:00Z,MD,DEM,state vote,median,0.6276
15/08/2024,2024-08-16T00:20:00Z,MA,REP,state vote,median,31.61%
15/08/2024,2024-08-16T00:20:00Z,MA,IND,state vote,median,5.29%
15/08/2024,2024-08-16T00:20:00Z,MA,DEM,state vote,median,63.00%
15/08/2024,2024-08-16T00:20:00Z,LA,REP,state vote,median,0.5734
15/08/2024,2024-08-16T00:20:00Z,LA,IND,state vote,median,0.0471
15/08/2024,2024-08-16T00:20:00Z,LA,DEM,state vote,median,0.3784
15/08/2024,2024-08-16T00:20:00Z,KY,REP,state vote,median,0.6094
15/08/2024,2024-08-16T00:20:00Z,KY,IND,state vote,median,0.0481
15/08/2024,2024-08-16T00:20:00Z,KY,DEM,state vote,median,0.3415
15/08/2024,2024-08-16T00:20:00Z,KS,REP,state vote,median,0.5517
15/08/2024,2024-08-16T00:20:00Z,KS,IND,state vote,median,0.0522
15/08/2024,2024-08-16T00:20:00Z,KS,DEM,state vote,median,0.3956
15/08/2024,2024-08-16T00:20:00Z,IN,REP,state vote,median,0.5589
15/08/2024,2024-08-16T00:20:00Z,IN,IND,state vote,median,0.0512
15/08/2024,2024-08-16T00:20:00Z,IN,DEM,state vote,median,0.389
15/08/2024,2024-08-16T00:20:00Z,IL,REP,state vote,median,0.3984
15/08/2024,2024-08-16T00:20:00Z,IL,IND,state vote,median,0.05
15/08/2024,2024-08-16T00:20:00Z,IL,DEM,state vote,median,0.5509
15/08/2024,2024-08-16T00:20:00Z,ID,REP,state vote,median,0.6274
15/08/2024,2024-08-16T00:20:00Z,ID,IND,state vote,median,0.0605
15/08/2024,2024-08-16T00:20:00Z,ID,DEM,state vote,median,0.3116
15/08/2024,2024-08-16T00:20:00Z,IA,REP,state vote,median,0.5213
15/08/2024,2024-08-16T00:20:00Z,IA,IND,state vote,median,0.0503
15/08/2024,2024-08-16T00:20:00Z,IA,DEM,state vote,median,0.4273
15/08/2024,2024-08-16T00:20:00Z,HI,REP,state vote,median,0.3377
15/08/2024,2024-08-16T00:20:00Z,HI,IND,state vote,median,0.0506
15/08/2024,2024-08-16T00:20:00Z,HI,DEM,state vote,median,0.611
15/08/2024,2024-08-16T00:20:00Z,GA,REP,state vote,median,0.4834
15/08/2024,2024-08-16T00:20:00Z,GA,IND,state vote,median,0.0397
15/08/2024,2024-08-16T00:20:00Z,GA,DEM,state vote,median,0.4759
15/08/2024,2024-08-16T00:20:00Z,FL,REP,state vote,median,0.5001
15/08/2024,2024-08-16T00:20:00Z,FL,IND,state vote,median,0.0438
15/08/2024,2024-08-16T00:20:00Z,FL,DEM,state vote,median,0.4552
15/08/2024,2024-08-16T00:20:00Z,DE,REP,state vote,median,0.3948
15/08/2024,2024-08-16T00:20:00Z,DE,IND,state vote,median,0.0448
15/08/2024,2024-08-16T00:20:00Z,DE,DEM,state vote,median,0.5595
15/08/2024,2024-08-16T00:20:00Z,DC,REP,state vote,median,0.0492
15/08/2024,2024-08-16T00:20:00Z,DC,IND,state vote,median,0.0546
15/08/2024,2024-08-16T00:20:00Z,DC,DEM,state vote,median,0.8944
15/08/2024,2024-08-16T00:20:00Z,CT,REP,state vote,median,0.3855
15/08/2024,2024-08-16T00:20:00Z,CT,IND,state vote,median,0.046
15/08/2024,2024-08-16T00:20:00Z,CT,DEM,state vote,median,0.5678
15/08/2024,2024-08-16T00:20:00Z,CO,REP,state vote,median,0.4121
15/08/2024,2024-08-16T00:20:00Z,CO,IND,state vote,median,0.057
15/08/2024,2024-08-16T00:20:00Z,CO,DEM,state vote,median,0.5306
15/08/2024,2024-08-16T00:20:00Z,CA,REP,state vote,median,0.3381
15/08/2024,2024-08-16T00:20:00Z,CA,IND,state vote,median,0.052
15/08/2024,2024-08-16T00:20:00Z,CA,DEM,state vote,median,0.6093
15/08/2024,2024-08-16T00:20:00Z,AZ,REP,state vote,median,0.473
15/08/2024,2024-08-16T00:20:00Z,AZ,IND,state vote,median,0.0519
15/08/2024,2024-08-16T00:20:00Z,AZ,DEM,state vote,median,0.4743
15/08/2024,2024-08-16T00:20:00Z,AR,REP,state vote,median,0.6127
15/08/2024,2024-08-16T00:20:00Z,AR,IND,state vote,median,0.0579
15/08/2024,2024-08-16T00:20:00Z,AR,DEM,state vote,median,0.3288
15/08/2024,2024-08-16T00:20:00Z,AL,REP,state vote,median,0.609
15/08/2024,2024-08-16T00:20:00Z,AL,IND,state vote,median,0.0456
15/08/2024,2024-08-16T00:20:00Z,AL,DEM,state vote,median,0.3443
15/08/2024,2024-08-16T00:20:00Z,AK,REP,state vote,median,0.53
15/08/2024,2024-08-16T00:20:00Z,AK,IND,state vote,median,0.0462
15/08/2024,2024-08-16T00:20:00Z,AK,DEM,state vote,median,0.4149
15/08/2024,2024-08-16T00:20:00Z,NA,REP,popular vote,lower,0.3799
15/08/2024,2024-08-16T00:20:00Z,NA,IND,popular vote,lower,0.012
15/08/2024,2024-08-16T00:20:00Z,NA,DEM,popular vote,lower,0.4105
15/08/2024,2024-08-16T00:20:00Z,NA,REP,popular vote,upper,0.5409
15/08/2024,2024-08-16T00:20:00Z,NA,IND,popular vote,upper,0.0954
15/08/2024,2024-08-16T00:20:00Z,NA,DEM,popular vote,upper,0.5718
15/08/2024,2024-08-16T00:20:00Z,NA,REP,popular vote,median,0.4599
15/08/2024,2024-08-16T00:20:00Z,NA,IND,popular vote,median,0.0487
15/08/2024,2024-08-16T00:20:00Z,NA,DEM,popular vote,median,0.4905
15/08/2024,2024-08-16T00:20:00Z,NA,REP,electoral college,p_win,0.4405
15/08/2024,2024-08-16T00:20:00Z,NA,IND,electoral college,p_win,0
15/08/2024,2024-08-16T00:20:00Z,NA,DEM,electoral college,p_win,0.5558
15/08/2024,2024-08-16T00:20:00Z,NA,REP,electoral college,lower,95
15/08/2024,2024-08-16T00:20:00Z,NA,IND,electoral college,lower,0
15/08/2024,2024-08-16T00:20:00Z,NA,DEM,electoral college,lower,145
15/08/2024,2024-08-16T00:20:00Z,NA,REP,electoral college,upper,393
15/08/2024,2024-08-16T00:20:00Z,NA,IND,electoral college,upper,0
15/08/2024,2024-08-16T00:20:00Z,NA,DEM,electoral college,upper,443
15/08/2024,2024-08-16T00:20:00Z,NA,REP,electoral college,median,257
15/08/2024,2024-08-16T00:20:00Z,NA,IND,electoral college,median,0
15/08/2024,2024-08-16T00:20:00Z,NA,DEM,electoral college,median,281
14/08/2024,2024-08-15T00:27:54Z,DC,DEM,state vote dem margin,lower,0.6816
14/08/2024,2024-08-15T00:27:54Z,VT,DEM,state vote dem margin,lower,0.1525
14/08/2024,2024-08-15T00:27:54Z,MA,DEM,state vote dem margin,lower,13.39%
14/08/2024,2024-08-15T00:27:54Z,MD,DEM,state vote dem margin,lower,0.1276
14/08/2024,2024-08-15T00:27:54Z,HI,DEM,state vote dem margin,lower,0.0894
14/08/2024,2024-08-15T00:27:54Z,CA,DEM,state vote dem margin,lower,0.0893
14/08/2024,2024-08-15T00:27:54Z,ME-01,DEM,state vote dem margin,lower,0.0277
14/08/2024,2024-08-15T00:27:54Z,NY,DEM,state vote dem margin,lower,0.0165
14/08/2024,2024-08-15T00:27:54Z,RI,DEM,state vote dem margin,lower,0.0032
14/08/2024,2024-08-15T00:27:54Z,CT,DEM,state vote dem margin,lower,-0.0042
14/08/2024,2024-08-15T00:27:54Z,WA,DEM,state vote dem margin,lower,-0.0164
14/08/2024,2024-08-15T00:27:54Z,DE,DEM,state vote dem margin,lower,-0.0259
14/08/2024,2024-08-15T00:27:54Z,IL,DEM,state vote dem margin,lower,-0.0342
14/08/2024,2024-08-15T00:27:54Z,NJ,DEM,state vote dem margin,lower,-0.0463
14/08/2024,2024-08-15T00:27:54Z,OR,DEM,state vote dem margin,lower,-0.0481
14/08/2024,2024-08-15T00:27:54Z,CO,DEM,state vote dem margin,lower,-0.0688
14/08/2024,2024-08-15T00:27:54Z,NM,DEM,state vote dem margin,lower,-0.0939
14/08/2024,2024-08-15T00:27:54Z,VA,DEM,state vote dem margin,lower,-0.1022
14/08/2024,2024-08-15T00:27:54Z,ME,DEM,state vote dem margin,lower,-0.111
14/08/2024,2024-08-15T00:27:54Z,MN,DEM,state vote dem margin,lower,-0.1199
14/08/2024,2024-08-15T00:27:54Z,NH,DEM,state vote dem margin,lower,-0.1246
14/08/2024,2024-08-15T00:27:54Z,NE-02,DEM,state vote dem margin,lower,-0.1373
14/08/2024,2024-08-15T00:27:54Z,MI,DEM,state vote dem margin,lower,-0.1598
14/08/2024,2024-08-15T00:27:54Z,WI,DEM,state vote dem margin,lower,-0.1694
14/08/2024,2024-08-15T00:27:54Z,PA,DEM,state vote dem margin,lower,-0.1768
14/08/2024,2024-08-15T00:27:54Z,NV,DEM,state vote dem margin,lower,-0.1814
14/08/2024,2024-08-15T00:27:54Z,AZ,DEM,state vote dem margin,lower,-0.1851
14/08/2024,2024-08-15T00:27:54Z,GA,DEM,state vote dem margin,lower,-0.192
14/08/2024,2024-08-15T00:27:54Z,NC,DEM,state vote dem margin,lower,-0.1988
14/08/2024,2024-08-15T00:27:54Z,FL,DEM,state vote dem margin,lower,-0.227
14/08/2024,2024-08-15T00:27:54Z,TX,DEM,state vote dem margin,lower,-0.2521
14/08/2024,2024-08-15T00:27:54Z,ME-02,DEM,state vote dem margin,lower,-0.2645
14/08/2024,2024-08-15T00:27:54Z,OH,DEM,state vote dem margin,lower,-0.2745
14/08/2024,2024-08-15T00:27:54Z,IA,DEM,state vote dem margin,lower,-0.2783
14/08/2024,2024-08-15T00:27:54Z,AK,DEM,state vote dem margin,lower,-0.2963
14/08/2024,2024-08-15T00:27:54Z,SC,DEM,state vote dem margin,lower,-0.3087
14/08/2024,2024-08-15T00:27:54Z,KS,DEM,state vote dem margin,lower,-0.3383
14/08/2024,2024-08-15T00:27:54Z,NE-01,DEM,state vote dem margin,lower,-0.3411
