model_date,timestamp,state_abb,party,variable,metric,value
27/08/2024,2024-08-27T21:14:22Z,UT,REP,state vote,lower,0.5193
27/08/2024,2024-08-27T21:14:22Z,UT,DEM,state vote,lower,0.3084
27/08/2024,2024-08-27T21:14:22Z,TX,REP,state vote,lower,0.4364
27/08/2024,2024-08-27T21:14:22Z,TX,DEM,state vote,lower,0.3869
27/08/2024,2024-08-27T21:14:22Z,TN,REP,state vote,lower,0.5323
27/08/2024,2024-08-27T21:14:22Z,TN,DEM,state vote,lower,0.2972
27/08/2024,2024-08-27T21:14:22Z,SD,REP,state vote,lower,0.5456
27/08/2024,2024-08-27T21:14:22Z,SD,DEM,state vote,lower,0.2824
27/08/2024,2024-08-27T21:14:22Z,SC,REP,state vote,lower,0.4718
27/08/2024,2024-08-27T21:14:22Z,SC,DEM,state vote,lower,0.3531
27/08/2024,2024-08-27T21:14:22Z,RI,REP,state vote,lower,0.314
27/08/2024,2024-08-27T21:14:22Z,RI,DEM,state vote,lower,0.5119
27/08/2024,2024-08-27T21:14:22Z,PA,REP,state vote,lower,0.4062
27/08/2024,2024-08-27T21:14:22Z,PA,DEM,state vote,lower,0.4164
27/08/2024,2024-08-27T21:14:22Z,OR,REP,state vote,lower,0.3391
27/08/2024,2024-08-27T21:14:22Z,OR,DEM,state vote,lower,0.4856
27/08/2024,2024-08-27T21:14:22Z,OK,REP,state vote,lower,0.5835
27/08/2024,2024-08-27T21:14:22Z,OK,DEM,state vote,lower,0.2506
27/08/2024,2024-08-27T21:14:22Z,OH,REP,state vote,lower,0.4533
27/08/2024,2024-08-27T21:14:22Z,OH,DEM,state vote,lower,0.3689
27/08/2024,2024-08-27T21:14:22Z,NY,REP,state vote,lower,0.312
27/08/2024,2024-08-27T21:14:22Z,NY,DEM,state vote,lower,0.5141
27/08/2024,2024-08-27T21:14:22Z,NV,REP,state vote,lower,0.4071
27/08/2024,2024-08-27T21:14:22Z,NV,DEM,state vote,lower,0.4162
27/08/2024,2024-08-27T21:14:22Z,NM,REP,state vote,lower,0.3636
27/08/2024,2024-08-27T21:14:22Z,NM,DEM,state vote,lower,0.4597
27/08/2024,2024-08-27T21:14:22Z,NJ,REP,state vote,lower,0.3375
27/08/2024,2024-08-27T21:14:22Z,NJ,DEM,state vote,lower,0.4865
27/08/2024,2024-08-27T21:14:22Z,NH,REP,state vote,lower,0.3801
27/08/2024,2024-08-27T21:14:22Z,NH,DEM,state vote,lower,0.4437
27/08/2024,2024-08-27T21:14:22Z,NE-03,REP,state vote,lower,0.6883
27/08/2024,2024-08-27T21:14:22Z,NE-03,DEM,state vote,lower,0.1605
27/08/2024,2024-08-27T21:14:22Z,NE-02,REP,state vote,lower,0.3839
27/08/2024,2024-08-27T21:14:22Z,NE-02,DEM,state vote,lower,0.4394
27/08/2024,2024-08-27T21:14:22Z,NE-01,REP,state vote,lower,0.488
27/08/2024,2024-08-27T21:14:22Z,NE-01,DEM,state vote,lower,0.3366
27/08/2024,2024-08-27T21:14:22Z,NE,REP,state vote,lower,0.5082
27/08/2024,2024-08-27T21:14:22Z,NE,DEM,state vote,lower,0.3183
27/08/2024,2024-08-27T21:14:22Z,ND,REP,state vote,lower,0.5849
27/08/2024,2024-08-27T21:14:22Z,ND,DEM,state vote,lower,0.2488
27/08/2024,2024-08-27T21:14:22Z,NC,REP,state vote,lower,0.4165
27/08/2024,2024-08-27T21:14:22Z,NC,DEM,state vote,lower,0.4077
27/08/2024,2024-08-27T21:14:22Z,MT,REP,state vote,lower,0.4909
27/08/2024,2024-08-27T21:14:22Z,MT,DEM,state vote,lower,0.335
27/08/2024,2024-08-27T21:14:22Z,MS,REP,state vote,lower,0.4952
27/08/2024,2024-08-27T21:14:22Z,MS,DEM,state vote,lower,0.3294
27/08/2024,2024-08-27T21:14:22Z,MO,REP,state vote,lower,0.4921
27/08/2024,2024-08-27T21:14:22Z,MO,DEM,state vote,lower,0.3346
27/08/2024,2024-08-27T21:14:22Z,MN,REP,state vote,lower,0.3736
27/08/2024,2024-08-27T21:14:22Z,MN,DEM,state vote,lower,0.448
27/08/2024,2024-08-27T21:14:22Z,MI,REP,state vote,lower,0.3984
27/08/2024,2024-08-27T21:14:22Z,MI,DEM,state vote,lower,0.4257
27/08/2024,2024-08-27T21:14:22Z,ME-02,REP,state vote,lower,0.4441
27/08/2024,2024-08-27T21:14:22Z,ME-02,DEM,state vote,lower,0.3805
27/08/2024,2024-08-27T21:14:22Z,ME-01,REP,state vote,lower,0.3028
27/08/2024,2024-08-27T21:14:22Z,ME-01,DEM,state vote,lower,0.5258
27/08/2024,2024-08-27T21:14:22Z,ME,REP,state vote,lower,0.3669
27/08/2024,2024-08-27T21:14:22Z,ME,DEM,state vote,lower,0.4573
27/08/2024,2024-08-27T21:14:22Z,MD,REP,state vote,lower,0.2581
27/08/2024,2024-08-27T21:14:22Z,MD,DEM,state vote,lower,0.5737
27/08/2024,2024-08-27T21:14:22Z,MA,REP,state vote,lower,25.45%
27/08/2024,2024-08-27T21:14:22Z,MA,DEM,state vote,lower,57.79%
27/08/2024,2024-08-27T21:14:22Z,LA,REP,state vote,lower,0.5066
27/08/2024,2024-08-27T21:14:22Z,LA,DEM,state vote,lower,0.3191
27/08/2024,2024-08-27T21:14:22Z,KY,REP,state vote,lower,0.5448
27/08/2024,2024-08-27T21:14:22Z,KY,DEM,state vote,lower,0.2836
27/08/2024,2024-08-27T21:14:22Z,KS,REP,state vote,lower,0.4877
27/08/2024,2024-08-27T21:14:22Z,KS,DEM,state vote,lower,0.3365
27/08/2024,2024-08-27T21:14:22Z,IN,REP,state vote,lower,0.4947
27/08/2024,2024-08-27T21:14:22Z,IN,DEM,state vote,lower,0.3306
27/08/2024,2024-08-27T21:14:22Z,IL,REP,state vote,lower,0.3336
27/08/2024,2024-08-27T21:14:22Z,IL,DEM,state vote,lower,0.491
27/08/2024,2024-08-27T21:14:22Z,ID,REP,state vote,lower,0.5711
27/08/2024,2024-08-27T21:14:22Z,ID,DEM,state vote,lower,0.2613
27/08/2024,2024-08-27T21:14:22Z,IA,REP,state vote,lower,0.4552
27/08/2024,2024-08-27T21:14:22Z,IA,DEM,state vote,lower,0.3681
27/08/2024,2024-08-27T21:14:22Z,HI,REP,state vote,lower,0.2737
27/08/2024,2024-08-27T21:14:22Z,HI,DEM,state vote,lower,0.556
27/08/2024,2024-08-27T21:14:22Z,GA,REP,state vote,lower,0.4155
27/08/2024,2024-08-27T21:14:22Z,GA,DEM,state vote,lower,0.408
27/08/2024,2024-08-27T21:14:22Z,FL,REP,state vote,lower,0.4333
27/08/2024,2024-08-27T21:14:22Z,FL,DEM,state vote,lower,0.3912
27/08/2024,2024-08-27T21:14:22Z,DE,REP,state vote,lower,0.3248
27/08/2024,2024-08-27T21:14:22Z,DE,DEM,state vote,lower,0.4974
27/08/2024,2024-08-27T21:14:22Z,DC,REP,state vote,lower,0.0196
27/08/2024,2024-08-27T21:14:22Z,DC,DEM,state vote,lower,0.864
27/08/2024,2024-08-27T21:14:22Z,CT,REP,state vote,lower,0.3179
27/08/2024,2024-08-27T21:14:22Z,CT,DEM,state vote,lower,0.5072
27/08/2024,2024-08-27T21:14:22Z,CO,REP,state vote,lower,0.3483
27/08/2024,2024-08-27T21:14:22Z,CO,DEM,state vote,lower,0.4765
27/08/2024,2024-08-27T21:14:22Z,CA,REP,state vote,lower,0.2747
27/08/2024,2024-08-27T21:14:22Z,CA,DEM,state vote,lower,0.5559
27/08/2024,2024-08-27T21:14:22Z,AZ,REP,state vote,lower,0.4083
27/08/2024,2024-08-27T21:14:22Z,AZ,DEM,state vote,lower,0.4153
27/08/2024,2024-08-27T21:14:22Z,AR,REP,state vote,lower,0.5528
27/08/2024,2024-08-27T21:14:22Z,AR,DEM,state vote,lower,0.2761
27/08/2024,2024-08-27T21:14:22Z,AL,REP,state vote,lower,0.5444
27/08/2024,2024-08-27T21:14:22Z,AL,DEM,state vote,lower,0.2856
27/08/2024,2024-08-27T21:14:22Z,AK,REP,state vote,lower,0.4658
27/08/2024,2024-08-27T21:14:22Z,AK,DEM,state vote,lower,0.3571
27/08/2024,2024-08-27T21:14:22Z,WY,REP,state vote,upper,0.7969
27/08/2024,2024-08-27T21:14:22Z,WY,DEM,state vote,upper,0.3626
27/08/2024,2024-08-27T21:14:22Z,WV,REP,state vote,upper,0.7753
27/08/2024,2024-08-27T21:14:22Z,WV,DEM,state vote,upper,0.3886
27/08/2024,2024-08-27T21:14:22Z,WI,REP,state vote,upper,0.5769
27/08/2024,2024-08-27T21:14:22Z,WI,DEM,state vote,upper,0.6007
27/08/2024,2024-08-27T21:14:22Z,WA,REP,state vote,upper,0.4989
27/08/2024,2024-08-27T21:14:22Z,WA,DEM,state vote,upper,0.6744
27/08/2024,2024-08-27T21:14:22Z,VT,REP,state vote,upper,0.4099
27/08/2024,2024-08-27T21:14:22Z,VT,DEM,state vote,upper,0.7554
27/08/2024,2024-08-27T21:14:22Z,VA,REP,state vote,upper,0.5489
27/08/2024,2024-08-27T21:14:22Z,VA,DEM,state vote,upper,0.6266
27/08/2024,2024-08-27T21:14:22Z,UT,REP,state vote,upper,0.6916
27/08/2024,2024-08-27T21:14:22Z,UT,DEM,state vote,upper,0.4807
27/08/2024,2024-08-27T21:14:22Z,TX,REP,state vote,upper,0.6131
27/08/2024,2024-08-27T21:14:22Z,TX,DEM,state vote,upper,0.5636
27/08/2024,2024-08-27T21:14:22Z,TN,REP,state vote,upper,0.7028
27/08/2024,2024-08-27T21:14:22Z,TN,DEM,state vote,upper,0.4677
27/08/2024,2024-08-27T21:14:22Z,SD,REP,state vote,upper,0.7176
27/08/2024,2024-08-27T21:14:22Z,SD,DEM,state vote,upper,0.4544
27/08/2024,2024-08-27T21:14:22Z,SC,REP,state vote,upper,0.6469
27/08/2024,2024-08-27T21:14:22Z,SC,DEM,state vote,upper,0.5282
27/08/2024,2024-08-27T21:14:22Z,RI,REP,state vote,upper,0.4881
27/08/2024,2024-08-27T21:14:22Z,RI,DEM,state vote,upper,0.686
27/08/2024,2024-08-27T21:14:22Z,PA,REP,state vote,upper,0.5836
27/08/2024,2024-08-27T21:14:22Z,PA,DEM,state vote,upper,0.5938
27/08/2024,2024-08-27T21:14:22Z,OR,REP,state vote,upper,0.5144
27/08/2024,2024-08-27T21:14:22Z,OR,DEM,state vote,upper,0.6609
27/08/2024,2024-08-27T21:14:22Z,OK,REP,state vote,upper,0.7494
27/08/2024,2024-08-27T21:14:22Z,OK,DEM,state vote,upper,0.4165
27/08/2024,2024-08-27T21:14:22Z,OH,REP,state vote,upper,0.6311
27/08/2024,2024-08-27T21:14:22Z,OH,DEM,state vote,upper,0.5467
27/08/2024,2024-08-27T21:14:22Z,NY,REP,state vote,upper,0.4859
27/08/2024,2024-08-27T21:14:22Z,NY,DEM,state vote,upper,0.688
27/08/2024,2024-08-27T21:14:22Z,NV,REP,state vote,upper,0.5838
27/08/2024,2024-08-27T21:14:22Z,NV,DEM,state vote,upper,0.5929
27/08/2024,2024-08-27T21:14:22Z,NM,REP,state vote,upper,0.5403
27/08/2024,2024-08-27T21:14:22Z,NM,DEM,state vote,upper,0.6364
27/08/2024,2024-08-27T21:14:22Z,NJ,REP,state vote,upper,0.5135
27/08/2024,2024-08-27T21:14:22Z,NJ,DEM,state vote,upper,0.6625
27/08/2024,2024-08-27T21:14:22Z,NH,REP,state vote,upper,0.5563
27/08/2024,2024-08-27T21:14:22Z,NH,DEM,state vote,upper,0.6199
27/08/2024,2024-08-27T21:14:22Z,NE-03,REP,state vote,upper,0.8395
27/08/2024,2024-08-27T21:14:22Z,NE-03,DEM,state vote,upper,0.3117
27/08/2024,2024-08-27T21:14:22Z,NE-02,REP,state vote,upper,0.5606
27/08/2024,2024-08-27T21:14:22Z,NE-02,DEM,state vote,upper,0.6161
27/08/2024,2024-08-27T21:14:22Z,NE-01,REP,state vote,upper,0.6634
27/08/2024,2024-08-27T21:14:22Z,NE-01,DEM,state vote,upper,0.512
27/08/2024,2024-08-27T21:14:22Z,NE,REP,state vote,upper,0.6817
27/08/2024,2024-08-27T21:14:22Z,NE,DEM,state vote,upper,0.4918
27/08/2024,2024-08-27T21:14:22Z,ND,REP,state vote,upper,0.7512
27/08/2024,2024-08-27T21:14:22Z,ND,DEM,state vote,upper,0.4151
27/08/2024,2024-08-27T21:14:22Z,NC,REP,state vote,upper,0.5923
27/08/2024,2024-08-27T21:14:22Z,NC,DEM,state vote,upper,0.5835
27/08/2024,2024-08-27T21:14:22Z,MT,REP,state vote,upper,0.665
27/08/2024,2024-08-27T21:14:22Z,MT,DEM,state vote,upper,0.5091
27/08/2024,2024-08-27T21:14:22Z,MS,REP,state vote,upper,0.6706
27/08/2024,2024-08-27T21:14:22Z,MS,DEM,state vote,upper,0.5048
27/08/2024,2024-08-27T21:14:22Z,MO,REP,state vote,upper,0.6654
27/08/2024,2024-08-27T21:14:22Z,MO,DEM,state vote,upper,0.5079
27/08/2024,2024-08-27T21:14:22Z,MN,REP,state vote,upper,0.552
27/08/2024,2024-08-27T21:14:22Z,MN,DEM,state vote,upper,0.6264
27/08/2024,2024-08-27T21:14:22Z,MI,REP,state vote,upper,0.5743
27/08/2024,2024-08-27T21:14:22Z,MI,DEM,state vote,upper,0.6016
27/08/2024,2024-08-27T21:14:22Z,ME-02,REP,state vote,upper,0.6195
27/08/2024,2024-08-27T21:14:22Z,ME-02,DEM,state vote,upper,0.5559
27/08/2024,2024-08-27T21:14:22Z,ME-01,REP,state vote,upper,0.4742
27/08/2024,2024-08-27T21:14:22Z,ME-01,DEM,state vote,upper,0.6972
27/08/2024,2024-08-27T21:14:22Z,ME,REP,state vote,upper,0.5427
27/08/2024,2024-08-27T21:14:22Z,ME,DEM,state vote,upper,0.6331
27/08/2024,2024-08-27T21:14:22Z,MD,REP,state vote,upper,0.4263
27/08/2024,2024-08-27T21:14:22Z,MD,DEM,state vote,upper,0.7419
27/08/2024,2024-08-27T21:14:22Z,MA,REP,state vote,upper,42.21%
27/08/2024,2024-08-27T21:14:22Z,MA,DEM,state vote,upper,74.55%
27/08/2024,2024-08-27T21:14:22Z,LA,REP,state vote,upper,0.6809
27/08/2024,2024-08-27T21:14:22Z,LA,DEM,state vote,upper,0.4934
27/08/2024,2024-08-27T21:14:22Z,KY,REP,state vote,upper,0.7164
27/08/2024,2024-08-27T21:14:22Z,KY,DEM,state vote,upper,0.4552
27/08/2024,2024-08-27T21:14:22Z,KS,REP,state vote,upper,0.6635
27/08/2024,2024-08-27T21:14:22Z,KS,DEM,state vote,upper,0.5123
27/08/2024,2024-08-27T21:14:22Z,IN,REP,state vote,upper,0.6694
27/08/2024,2024-08-27T21:14:22Z,IN,DEM,state vote,upper,0.5053
27/08/2024,2024-08-27T21:14:22Z,IL,REP,state vote,upper,0.509
27/08/2024,2024-08-27T21:14:22Z,IL,DEM,state vote,upper,0.6664
27/08/2024,2024-08-27T21:14:22Z,ID,REP,state vote,upper,0.7387
27/08/2024,2024-08-27T21:14:22Z,ID,DEM,state vote,upper,0.4289
27/08/2024,2024-08-27T21:14:22Z,IA,REP,state vote,upper,0.6319
27/08/2024,2024-08-27T21:14:22Z,IA,DEM,state vote,upper,0.5448
27/08/2024,2024-08-27T21:14:22Z,HI,REP,state vote,upper,0.444
27/08/2024,2024-08-27T21:14:22Z,HI,DEM,state vote,upper,0.7263
27/08/2024,2024-08-27T21:14:22Z,GA,REP,state vote,upper,0.592
27/08/2024,2024-08-27T21:14:22Z,GA,DEM,state vote,upper,0.5845
27/08/2024,2024-08-27T21:14:22Z,FL,REP,state vote,upper,0.6088
27/08/2024,2024-08-27T21:14:22Z,FL,DEM,state vote,upper,0.5667
27/08/2024,2024-08-27T21:14:22Z,DE,REP,state vote,upper,0.5026
27/08/2024,2024-08-27T21:14:22Z,DE,DEM,state vote,upper,0.6752
27/08/2024,2024-08-27T21:14:22Z,DC,REP,state vote,upper,0.136
27/08/2024,2024-08-27T21:14:22Z,DC,DEM,state vote,upper,0.9804
27/08/2024,2024-08-27T21:14:22Z,CT,REP,state vote,upper,0.4928
27/08/2024,2024-08-27T21:14:22Z,CT,DEM,state vote,upper,0.6821
27/08/2024,2024-08-27T21:14:22Z,CO,REP,state vote,upper,0.5235
27/08/2024,2024-08-27T21:14:22Z,CO,DEM,state vote,upper,0.6517
27/08/2024,2024-08-27T21:14:22Z,CA,REP,state vote,upper,0.4441
27/08/2024,2024-08-27T21:14:22Z,CA,DEM,state vote,upper,0.7253
27/08/2024,2024-08-27T21:14:22Z,AZ,REP,state vote,upper,0.5847
27/08/2024,2024-08-27T21:14:22Z,AZ,DEM,state vote,upper,0.5917
27/08/2024,2024-08-27T21:14:22Z,AR,REP,state vote,upper,0.7239
27/08/2024,2024-08-27T21:14:22Z,AR,DEM,state vote,upper,0.4472
27/08/2024,2024-08-27T21:14:22Z,AL,REP,state vote,upper,0.7144
27/08/2024,2024-08-27T21:14:22Z,AL,DEM,state vote,upper,0.4556
27/08/2024,2024-08-27T21:14:22Z,AK,REP,state vote,upper,0.6429
27/08/2024,2024-08-27T21:14:22Z,AK,DEM,state vote,upper,0.5342
27/08/2024,2024-08-27T21:14:22Z,WY,REP,state vote,median,0.7188
27/08/2024,2024-08-27T21:14:22Z,WY,DEM,state vote,median,0.2812
27/08/2024,2024-08-27T21:14:22Z,WV,REP,state vote,median,0.6957
27/08/2024,2024-08-27T21:14:22Z,WV,DEM,state vote,median,0.3043
27/08/2024,2024-08-27T21:14:22Z,WI,REP,state vote,median,0.4866
27/08/2024,2024-08-27T21:14:22Z,WI,DEM,state vote,median,0.5134
27/08/2024,2024-08-27T21:14:22Z,WA,REP,state vote,median,0.4109
27/08/2024,2024-08-27T21:14:22Z,WA,DEM,state vote,median,0.5891
27/08/2024,2024-08-27T21:14:22Z,VT,REP,state vote,median,0.3248
27/08/2024,2024-08-27T21:14:22Z,VT,DEM,state vote,median,0.6752
27/08/2024,2024-08-27T21:14:22Z,VA,REP,state vote,median,0.4614
27/08/2024,2024-08-27T21:14:22Z,VA,DEM,state vote,median,0.5386
27/08/2024,2024-08-27T21:14:22Z,UT,REP,state vote,median,0.6075
27/08/2024,2024-08-27T21:14:22Z,UT,DEM,state vote,median,0.3925
27/08/2024,2024-08-27T21:14:22Z,TX,REP,state vote,median,0.5249
27/08/2024,2024-08-27T21:14:22Z,TX,DEM,state vote,median,0.4751
27/08/2024,2024-08-27T21:14:22Z,TN,REP,state vote,median,0.6183
27/08/2024,2024-08-27T21:14:22Z,TN,DEM,state vote,median,0.3817
27/08/2024,2024-08-27T21:14:22Z,SD,REP,state vote,median,0.6325
27/08/2024,2024-08-27T21:14:22Z,SD,DEM,state vote,median,0.3675
27/08/2024,2024-08-27T21:14:22Z,SC,REP,state vote,median,0.5597
27/08/2024,2024-08-27T21:14:22Z,SC,DEM,state vote,median,0.4403
27/08/2024,2024-08-27T21:14:22Z,RI,REP,state vote,median,0.3993
27/08/2024,2024-08-27T21:14:22Z,RI,DEM,state vote,median,0.6007
27/08/2024,2024-08-27T21:14:22Z,PA,REP,state vote,median,0.4932
27/08/2024,2024-08-27T21:14:22Z,PA,DEM,state vote,median,0.5068
27/08/2024,2024-08-27T21:14:22Z,OR,REP,state vote,median,0.4265
27/08/2024,2024-08-27T21:14:22Z,OR,DEM,state vote,median,0.5735
27/08/2024,2024-08-27T21:14:22Z,OK,REP,state vote,median,0.6681
27/08/2024,2024-08-27T21:14:22Z,OK,DEM,state vote,median,0.3319
27/08/2024,2024-08-27T21:14:22Z,OH,REP,state vote,median,0.5411
27/08/2024,2024-08-27T21:14:22Z,OH,DEM,state vote,median,0.4589
27/08/2024,2024-08-27T21:14:22Z,NY,REP,state vote,median,0.398
27/08/2024,2024-08-27T21:14:22Z,NY,DEM,state vote,median,0.602
27/08/2024,2024-08-27T21:14:22Z,NV,REP,state vote,median,0.4958
27/08/2024,2024-08-27T21:14:22Z,NV,DEM,state vote,median,0.5042
27/08/2024,2024-08-27T21:14:22Z,NM,REP,state vote,median,0.4504
27/08/2024,2024-08-27T21:14:22Z,NM,DEM,state vote,median,0.5496
27/08/2024,2024-08-27T21:14:22Z,NJ,REP,state vote,median,0.4244
27/08/2024,2024-08-27T21:14:22Z,NJ,DEM,state vote,median,0.5756
27/08/2024,2024-08-27T21:14:22Z,NH,REP,state vote,median,0.4679
27/08/2024,2024-08-27T21:14:22Z,NH,DEM,state vote,median,0.5321
27/08/2024,2024-08-27T21:14:22Z,NE-03,REP,state vote,median,0.7656
27/08/2024,2024-08-27T21:14:22Z,NE-03,DEM,state vote,median,0.2344
27/08/2024,2024-08-27T21:14:22Z,NE-02,REP,state vote,median,0.4714
27/08/2024,2024-08-27T21:14:22Z,NE-02,DEM,state vote,median,0.5286
27/08/2024,2024-08-27T21:14:22Z,NE-01,REP,state vote,median,0.5762
27/08/2024,2024-08-27T21:14:22Z,NE-01,DEM,state vote,median,0.4238
27/08/2024,2024-08-27T21:14:22Z,NE,REP,state vote,median,0.5962
27/08/2024,2024-08-27T21:14:22Z,NE,DEM,state vote,median,0.4038
27/08/2024,2024-08-27T21:14:22Z,ND,REP,state vote,median,0.6691
27/08/2024,2024-08-27T21:14:22Z,ND,DEM,state vote,median,0.3309
27/08/2024,2024-08-27T21:14:22Z,NC,REP,state vote,median,0.5033
27/08/2024,2024-08-27T21:14:22Z,NC,DEM,state vote,median,0.4967
27/08/2024,2024-08-27T21:14:22Z,MT,REP,state vote,median,0.5781
27/08/2024,2024-08-27T21:14:22Z,MT,DEM,state vote,median,0.4219
27/08/2024,2024-08-27T21:14:22Z,MS,REP,state vote,median,0.584
27/08/2024,2024-08-27T21:14:22Z,MS,DEM,state vote,median,0.416
27/08/2024,2024-08-27T21:14:22Z,MO,REP,state vote,median,0.5795
27/08/2024,2024-08-27T21:14:22Z,MO,DEM,state vote,median,0.4205
27/08/2024,2024-08-27T21:14:22Z,MN,REP,state vote,median,0.4615
27/08/2024,2024-08-27T21:14:22Z,MN,DEM,state vote,median,0.5385
27/08/2024,2024-08-27T21:14:22Z,MI,REP,state vote,median,0.4861
27/08/2024,2024-08-27T21:14:22Z,MI,DEM,state vote,median,0.5139
27/08/2024,2024-08-27T21:14:22Z,ME-02,REP,state vote,median,0.5313
27/08/2024,2024-08-27T21:14:22Z,ME-02,DEM,state vote,median,0.4687
27/08/2024,2024-08-27T21:14:22Z,ME-01,REP,state vote,median,0.3872
27/08/2024,2024-08-27T21:14:22Z,ME-01,DEM,state vote,median,0.6128
27/08/2024,2024-08-27T21:14:22Z,ME,REP,state vote,median,0.4534
27/08/2024,2024-08-27T21:14:22Z,ME,DEM,state vote,median,0.5466
27/08/2024,2024-08-27T21:14:22Z,MD,REP,state vote,median,0.3406
27/08/2024,2024-08-27T21:14:22Z,MD,DEM,state vote,median,0.6594
27/08/2024,2024-08-27T21:14:22Z,MA,REP,state vote,median,33.66%
27/08/2024,2024-08-27T21:14:22Z,MA,DEM,state vote,median,66.34%
27/08/2024,2024-08-27T21:14:22Z,LA,REP,state vote,median,0.5939
27/08/2024,2024-08-27T21:14:22Z,LA,DEM,state vote,median,0.4061
27/08/2024,2024-08-27T21:14:22Z,KY,REP,state vote,median,0.6315
27/08/2024,2024-08-27T21:14:22Z,KY,DEM,state vote,median,0.3685
27/08/2024,2024-08-27T21:14:22Z,KS,REP,state vote,median,0.5758
27/08/2024,2024-08-27T21:14:22Z,KS,DEM,state vote,median,0.4242
27/08/2024,2024-08-27T21:14:22Z,IN,REP,state vote,median,0.5828
27/08/2024,2024-08-27T21:14:22Z,IN,DEM,state vote,median,0.4172
27/08/2024,2024-08-27T21:14:22Z,IL,REP,state vote,median,0.419
27/08/2024,2024-08-27T21:14:22Z,IL,DEM,state vote,median,0.581
27/08/2024,2024-08-27T21:14:22Z,ID,REP,state vote,median,0.6564
27/08/2024,2024-08-27T21:14:22Z,ID,DEM,state vote,median,0.3436
27/08/2024,2024-08-27T21:14:22Z,IA,REP,state vote,median,0.5442
27/08/2024,2024-08-27T21:14:22Z,IA,DEM,state vote,median,0.4558
27/08/2024,2024-08-27T21:14:22Z,HI,REP,state vote,median,0.3575
27/08/2024,2024-08-27T21:14:22Z,HI,DEM,state vote,median,0.6425
27/08/2024,2024-08-27T21:14:22Z,GA,REP,state vote,median,0.5035
27/08/2024,2024-08-27T21:14:22Z,GA,DEM,state vote,median,0.4965
27/08/2024,2024-08-27T21:14:22Z,FL,REP,state vote,median,0.5208
27/08/2024,2024-08-27T21:14:22Z,FL,DEM,state vote,median,0.4792
27/08/2024,2024-08-27T21:14:22Z,DE,REP,state vote,median,0.4111
27/08/2024,2024-08-27T21:14:22Z,DE,DEM,state vote,median,0.5889
27/08/2024,2024-08-27T21:14:22Z,DC,REP,state vote,median,0.0695
27/08/2024,2024-08-27T21:14:22Z,DC,DEM,state vote,median,0.9305
27/08/2024,2024-08-27T21:14:22Z,CT,REP,state vote,median,0.4042
27/08/2024,2024-08-27T21:14:22Z,CT,DEM,state vote,median,0.5958
27/08/2024,2024-08-27T21:14:22Z,CO,REP,state vote,median,0.4357
27/08/2024,2024-08-27T21:14:22Z,CO,DEM,state vote,median,0.5643
27/08/2024,2024-08-27T21:14:22Z,CA,REP,state vote,median,0.3596
27/08/2024,2024-08-27T21:14:22Z,CA,DEM,state vote,median,0.6404
27/08/2024,2024-08-27T21:14:22Z,AZ,REP,state vote,median,0.4963
27/08/2024,2024-08-27T21:14:22Z,AZ,DEM,state vote,median,0.5037
27/08/2024,2024-08-27T21:14:22Z,AR,REP,state vote,median,0.6396
27/08/2024,2024-08-27T21:14:22Z,AR,DEM,state vote,median,0.3604
27/08/2024,2024-08-27T21:14:22Z,AL,REP,state vote,median,0.6308
27/08/2024,2024-08-27T21:14:22Z,AL,DEM,state vote,median,0.3692
27/08/2024,2024-08-27T21:14:22Z,AK,REP,state vote,median,0.5547
27/08/2024,2024-08-27T21:14:22Z,AK,DEM,state vote,median,0.4453
27/08/2024,2024-08-27T21:14:22Z,NA,REP,popular vote,lower,0.4082
27/08/2024,2024-08-27T21:14:22Z,NA,DEM,popular vote,lower,0.4447
27/08/2024,2024-08-27T21:14:22Z,NA,REP,popular vote,upper,0.5553
27/08/2024,2024-08-27T21:14:22Z,NA,DEM,popular vote,upper,0.5918
27/08/2024,2024-08-27T21:14:22Z,NA,REP,popular vote,median,0.4813
27/08/2024,2024-08-27T21:14:22Z,NA,DEM,popular vote,median,0.5187
27/08/2024,2024-08-27T21:14:22Z,NA,REP,electoral college,p_win,0.4099
27/08/2024,2024-08-27T21:14:22Z,NA,DEM,electoral college,p_win,0.586
27/08/2024,2024-08-27T21:14:22Z,NA,REP,electoral college,lower,98
27/08/2024,2024-08-27T21:14:22Z,NA,DEM,electoral college,lower,155
27/08/2024,2024-08-27T21:14:22Z,NA,REP,electoral college,upper,383
27/08/2024,2024-08-27T21:14:22Z,NA,DEM,electoral college,upper,440
27/08/2024,2024-08-27T21:14:22Z,NA,REP,electoral college,median,251
27/08/2024,2024-08-27T21:14:22Z,NA,DEM,electoral college,median,287
26/08/2024,2024-08-26T18:16:26Z,DC,DEM,state vote dem margin,lower,0.7241
26/08/2024,2024-08-26T18:16:26Z,VT,DEM,state vote dem margin,lower,0.1814
26/08/2024,2024-08-26T18:16:26Z,MA,DEM,state vote dem margin,lower,15.55%
26/08/2024,2024-08-26T18:16:26Z,MD,DEM,state vote dem margin,lower,0.1472
26/08/2024,2024-08-26T18:16:26Z,HI,DEM,state vote dem margin,lower,0.1115
26/08/2024,2024-08-26T18:16:26Z,CA,DEM,state vote dem margin,lower,0.1104
26/08/2024,2024-08-26T18:16:26Z,ME-01,DEM,state vote dem margin,lower,0.05
