,state_abb,model_date,DEM,IND,REP,model,DEM_win_prob,IND_win_prob,REP_win_prob
727,ME,2024-08-14,0.5201,0.0294,0.4481,538,0.7928,0.0,0.2072
728,ME,2024-08-15,0.5203,0.0295,0.4462,538,0.7974,0.0,0.2026
729,ME,2024-08-16,0.5198,0.0285,0.449,538,0.7936,0.0,0.2064
730,ME,2024-08-17,0.5192,0.0282,0.4502,538,0.785,0.0,0.215
731,ME,2024-08-18,0.5196,0.0285,0.4485,538,0.7915,0.0,0.2085
732,ME,2024-08-19,0.5209,0.0294,0.4447,538,0.8051,0.0,0.1949
733,ME,2024-08-20,0.5208,0.03,0.445,538,0.8049,0.0,0.1951
734,ME,2024-08-21,0.5237,0.0313,0.4374,538,0.8322,0.0,0.1678
735,ME,2024-08-22,0.5244,0.0321,0.4363,538,0.8354,0.0,0.1646
736,ME,2024-08-23,0.5246,0.0321,0.4357,538,0.8416,0.0,0.1584
737,ME,2024-08-24,0.5462,,0.4538,538,0.8484,,0.1517
738,ME,2024-08-25,0.547,,0.453,538,0.8563,,0.1437
739,ME,2024-07-26,0.5173,0.0267,0.4572,538,0.747,0.0,0.253
740,ME,2024-08-26,0.5475,,0.4525,538,0.8592,,0.1408
741,ME,2024-07-27,0.5173,0.0265,0.4575,538,0.7435,0.0,0.2565
742,ME,2024-08-27,0.5466,,0.4534,538,0.853,,0.147
743,ME,2024-07-28,0.5175,0.0266,0.4579,538,0.7405,0.0,0.2595
744,ME,2024-08-28,0.546,,0.454,538,0.8539,,0.1461
745,ME,2024-07-29,0.5168,0.0266,0.4585,538,0.7443,0.0,0.2557
746,ME,2024-07-30,0.5174,0.0259,0.458,538,0.7504,0.0,0.2496
747,ME,2024-07-31,0.5171,0.0258,0.4596,538,0.7487,0.0,0.2513
748,ME-01,2024-01-08,0.5697,0.0555,0.3706,538,0.9809,0.0,0.0191
749,ME-01,2024-02-08,0.571,0.0556,0.3689,538,0.9795,0.0,0.0205
750,ME-01,2024-03-08,0.5715,0.0557,0.3682,538,0.9812,0.0,0.0188
751,ME-01,2024-04-08,0.5717,0.0547,0.3691,538,0.9806,0.0,0.0194
752,ME-01,2024-05-08,0.5723,0.0557,0.3673,538,0.9833,0.0,0.0167
753,ME-01,2024-06-08,0.5708,0.0562,0.3688,538,0.9809,0.0,0.0191
754,ME-01,2024-07-08,0.5702,0.0576,0.3674,538,0.9798,0.0,0.0202
755,ME-01,2024-08-08,0.5734,0.057,0.3655,538,0.9858,0.0,0.0142
756,ME-01,2024-09-08,0.5752,0.0548,0.3658,538,0.9849,0.0,0.0151
757,ME-01,2024-10-08,0.575,0.0552,0.3657,538,0.985,0.0,0.015
758,ME-01,2024-11-08,0.5748,0.0546,0.3662,538,0.9857,0.0,0.0144
759,ME-01,2024-12-08,0.578,0.0523,0.3668,538,0.9847,0.0,0.0153
760,ME-01,2024-08-13,0.577,0.0521,0.3674,538,0.9871,0.0,0.0129
761,ME-01,2024-08-14,0.5768,0.0531,0.3667,538,0.9868,0.0,0.0132
762,ME-01,2024-08-15,0.5774,0.0531,0.3661,538,0.9877,0.0,0.0123
763,ME-01,2024-08-16,0.5764,0.0526,0.3677,538,0.987,0.0,0.013
764,ME-01,2024-08-17,0.576,0.0521,0.3686,538,0.987,0.0,0.013
765,ME-01,2024-08-18,0.5772,0.0511,0.3685,538,0.9869,0.0,0.0131
766,ME-01,2024-08-19,0.5788,0.0513,0.3668,538,0.9879,0.0,0.0121
767,ME-01,2024-08-20,0.579,0.051,0.367,538,0.9872,0.0,0.0128
